event_id,timestamp,db_user,sql_statement,tables_involved,status,rows_affected,graph_frame,is_after_hours,scenario_type,session_id,session_strategy,attack_type,is_anomaly,cmd_type,join_count,where_count,has_subquery,permission_denied,success,execution_error,time_window_norm,is_internal_ip,session_duration,sequence_order,execution_count
EVT_0000254,2026-05-01 10:24:09,dev_user_1,SELECT * FROM public.customer WHERE cu_key = 518;,customer,SUCCESS,52,G1,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.4334375,1,34851.0,11,16
EVT_0000257,2026-05-01 10:29:21,dev_user_1,SELECT COUNT(*) FROM public.customer WHERE 1=1;,customer,SUCCESS,67,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0000,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.4370486111111111,1,34851.0,12,16
EVT_0000253,2026-05-01 10:36:46,dev_user_1,SELECT pg_size_pretty(pg_total_relation_size('public.part')) AS table_size;,part,SUCCESS,94,G1,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,0,0,0,0,1,0,0.44219907407407405,1,34851.0,13,10
EVT_0000577,2026-05-01 11:06:07,dev_user_1,SELECT * FROM public.part WHERE pa_key % 3 = 0 LIMIT 31;,part,SUCCESS,114,G2,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.4625810185185185,1,34851.0,14,16
EVT_0000585,2026-05-01 11:29:03,dev_user_1,SELECT COUNT(*) FROM public.customer WHERE 1=1;,customer,SUCCESS,105,G2,0,Normal_Admin_Maintenance,S_dev_user_1__0000,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.47850694444444447,1,34851.0,15,16
EVT_0000581,2026-05-01 11:36:55,dev_user_1,UPDATE public.nation SET na_comment = 'updated_4' WHERE na_key = 428;,nation,SUCCESS,106,G2,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,3,0,1,0,0,1,0,0.4839699074074074,1,34851.0,16,2
EVT_0000583,2026-05-01 12:04:34,dev_user_1,SELECT pg_size_pretty(pg_total_relation_size('public.region')) AS table_size;,region,SUCCESS,23,G2,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,0,0,0,1,0,0.5031712962962963,1,34851.0,17,10
EVT_0000580,2026-05-01 12:21:50,dev_user_1,INSERT INTO public.part SELECT * FROM public.part WHERE pa_key = 99;,part,SUCCESS,13,G2,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.515162037037037,1,34851.0,18,16
EVT_0000588,2026-05-01 12:29:29,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.orders LIMIT 50;,orders,SUCCESS,41,G2,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,0,0,0,1,0,0.520474537037037,1,34851.0,19,10
EVT_0000586,2026-05-01 12:57:55,dev_user_1,"SELECT column_name, data_type FROM information_schema.columns WHERE table_name='lineitem';",lineitem,SUCCESS,85,G2,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.5402199074074074,1,34851.0,20,16
EVT_0000579,2026-05-01 13:00:30,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'supplier';",supplier,SUCCESS,69,G2,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.5420138888888889,1,34851.0,21,16
EVT_0000584,2026-05-01 13:11:02,dev_user_1,"SELECT s.s_name, ps.ps_supplycost FROM public.supplier s JOIN public.partsupp ps ON s.s_suppkey = ps.ps_suppkey ORDER BY ps.ps_supplycost DESC LIMIT 20;",customer,SUCCESS,94,G2,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,1,0,0,0,1,0,0.5493287037037037,1,34851.0,22,6
EVT_0000582,2026-05-01 13:34:19,dev_user_1,"SELECT column_name, data_type FROM information_schema.columns WHERE table_name='customer';",customer,SUCCESS,58,G2,0,Normal_Admin_Maintenance,S_dev_user_1__0000,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.5654976851851852,1,34851.0,23,16
EVT_0000587,2026-05-01 13:45:43,dev_user_1,SELECT * FROM public.nation ORDER BY random() LIMIT 15;,nation,SUCCESS,82,G2,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,0,0,0,1,0,0.5734143518518519,1,34851.0,24,10
EVT_0000589,2026-05-01 13:46:27,dev_user_1,"SELECT s.s_name, ps.ps_supplycost FROM public.supplier s JOIN public.partsupp ps ON s.s_suppkey = ps.ps_suppkey ORDER BY ps.ps_supplycost DESC LIMIT 20;",supplier,SUCCESS,90,G2,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,1,0,0,0,1,0,0.5739236111111111,1,34851.0,25,6
EVT_0000578,2026-05-01 13:54:17,dev_user_1,SELECT li_key FROM public.lineitem WHERE li_key NOT IN (SELECT li_key FROM public.lineitem WHERE li_key < 253) LIMIT 30;,lineitem,SUCCESS,115,G2,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,0,1,1,0,1,0,0.5793634259259259,1,34851.0,26,3
EVT_0000900,2026-05-01 14:09:40,dev_user_1,SELECT re_key FROM public.region WHERE re_key NOT IN (SELECT re_key FROM public.region WHERE re_key < 346) LIMIT 30;,region,SUCCESS,114,G3,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,1,0,1,0,0.5900462962962963,1,34851.0,27,3
EVT_0000896,2026-05-01 14:30:29,dev_user_1,INSERT INTO public.partsupp SELECT * FROM public.partsupp WHERE pa_key = 78;,partsupp,SUCCESS,26,G3,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.6045023148148149,1,34851.0,28,16
EVT_0000898,2026-05-01 14:45:25,dev_user_1,"SELECT s.s_name, ps.ps_supplycost FROM public.supplier s JOIN public.partsupp ps ON s.s_suppkey = ps.ps_suppkey ORDER BY ps.ps_supplycost DESC LIMIT 20;",orders,SUCCESS,85,G3,0,Normal_Admin_Maintenance,S_dev_user_1__0000,B:idle>80min,normal_admin_maintenance,0,1,1,0,0,0,1,0,0.6148726851851852,1,34851.0,29,6
EVT_0000905,2026-05-01 14:51:34,dev_user_1,UPDATE public.region SET re_comment = 'updated_12' WHERE re_key = 82;,region,SUCCESS,88,G3,0,Normal_Admin_Maintenance,S_dev_user_1__0000,B:idle>80min,normal_admin_maintenance,0,3,0,1,0,0,1,0,0.6191435185185186,1,34851.0,30,2
EVT_0000904,2026-05-01 15:25:52,dev_user_1,"SELECT s.s_name, ps.ps_supplycost FROM public.supplier s JOIN public.partsupp ps ON s.s_suppkey = ps.ps_suppkey ORDER BY ps.ps_supplycost DESC LIMIT 20;",lineitem,SUCCESS,120,G3,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,1,0,0,0,1,0,0.642962962962963,1,34851.0,31,6
EVT_0000903,2026-05-01 15:29:53,dev_user_1,SELECT * FROM public.orders WHERE or_key BETWEEN 165 AND 424;,orders,SUCCESS,20,G3,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,2,0,0,1,0,0.6457523148148148,1,34851.0,32,2
EVT_0000895,2026-05-01 15:58:26,dev_user_1,SELECT COUNT(*) FROM public.supplier WHERE 1=1;,supplier,SUCCESS,63,G3,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.6655787037037038,1,34851.0,33,16
EVT_0000893,2026-05-01 16:23:39,dev_user_1,SELECT * FROM public.lineitem LIMIT 73;,lineitem,SUCCESS,30,G3,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,0,0,0,1,0,0.6830902777777778,1,34851.0,34,10
EVT_0000897,2026-05-01 16:39:42,dev_user_1,SELECT COUNT(*) FROM public.partsupp WHERE 1=1;,partsupp,SUCCESS,94,G3,0,Normal,S_dev_user_1__0000,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.6942361111111112,1,34851.0,35,16
EVT_0000899,2026-05-01 16:48:57,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.part LIMIT 50;,part,SUCCESS,35,G3,0,Normal_Admin,S_dev_user_1__0000,B:idle>80min,normal_admin,0,1,0,0,0,0,1,0,0.7006597222222222,1,34851.0,36,10
EVT_0000894,2026-05-01 17:13:19,dev_user_1,SELECT * FROM public.part WHERE pa_key BETWEEN 57 AND 441;,part,SUCCESS,104,G3,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,2,0,0,1,0,0.7175810185185185,1,34851.0,37,2
EVT_0000901,2026-05-01 17:28:13,dev_user_1,INSERT INTO public.nation SELECT * FROM public.nation WHERE na_key = 16;,nation,SUCCESS,42,G3,0,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.7279282407407407,1,34851.0,38,16
EVT_0000902,2026-05-01 17:49:35,dev_user_1,SELECT COUNT(*) FROM public.orders WHERE 1=1;,orders,SUCCESS,26,G3,1,Daily-Report,S_dev_user_1__0000,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.7427662037037037,1,34851.0,39,16
EVT_0001129,2026-05-02 08:05:39,dev_user_1,UPDATE public.nation SET na_comment = 'updated_1' WHERE na_key = 23;,nation,SUCCESS,34,G1,0,Daily-Report,S_dev_user_1__0001,B:idle>80min,daily-report,0,3,0,1,0,0,1,0,0.33725694444444443,1,1316.0,1,1
EVT_0001130,2026-05-02 08:27:35,dev_user_1,SELECT * FROM public.region ORDER BY random() LIMIT 19;,region,SUCCESS,31,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0001,B:idle>80min,normal_admin_maintenance,0,1,0,0,0,0,1,0,0.35248842592592594,1,1316.0,2,1
EVT_0001131,2026-05-02 10:31:07,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'partsupp';",partsupp,SUCCESS,114,G1,0,Normal,S_dev_user_1__0002,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.43827546296296294,1,12856.0,1,4
EVT_0001128,2026-05-02 10:49:35,dev_user_1,SELECT * FROM public.lineitem ORDER BY random() LIMIT 9;,lineitem,SUCCESS,107,G1,0,Normal,S_dev_user_1__0002,B:idle>80min,normal,0,1,0,0,0,0,1,0,0.45109953703703703,1,12856.0,2,2
EVT_0001230,2026-05-02 11:35:51,dev_user_1,SELECT * FROM public.partsupp WHERE pa_key = 846;,partsupp,SUCCESS,109,G2,0,Normal,S_dev_user_1__0002,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.48322916666666665,1,12856.0,3,4
EVT_0001227,2026-05-02 12:33:03,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.orders LIMIT 50;,orders,SUCCESS,109,G2,0,Normal_Admin_Maintenance,S_dev_user_1__0002,B:idle>80min,normal_admin_maintenance,0,1,0,0,0,0,1,0,0.5229513888888889,1,12856.0,4,2
EVT_0001229,2026-05-02 12:38:18,dev_user_1,INSERT INTO public.lineitem SELECT * FROM public.lineitem WHERE li_key = 58;,lineitem,SUCCESS,27,G2,0,Daily-Report,S_dev_user_1__0002,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.5265972222222223,1,12856.0,5,4
EVT_0001228,2026-05-02 13:33:12,dev_user_1,"SELECT o.o_orderkey, l.l_quantity, l.l_shipdate FROM public.orders o JOIN public.lineitem l ON o.o_orderkey = l.l_orderkey WHERE o.o_totalprice > 4017 LIMIT 30;",supplier,SUCCESS,73,G2,0,Daily-Report,S_dev_user_1__0002,B:idle>80min,daily-report,0,1,1,1,0,0,1,0,0.5647222222222222,1,12856.0,6,1
EVT_0001325,2026-05-02 14:05:23,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'supplier';",supplier,SUCCESS,71,G3,0,Normal_Admin_Maintenance,S_dev_user_1__0002,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.5870717592592593,1,12856.0,7,4
EVT_0001328,2026-05-02 17:21:14,dev_user_1,SELECT pg_size_pretty(pg_total_relation_size('public.part')) AS table_size;,part,SUCCESS,114,G3,0,Daily-Report,S_dev_user_1__0003,B:idle>80min,daily-report,0,1,0,0,0,0,1,0,0.7230787037037038,1,1742.0,1,1
EVT_0001326,2026-05-02 17:35:08,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'orders';",orders,SUCCESS,27,G3,0,Normal_Admin,S_dev_user_1__0003,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.7327314814814815,1,1742.0,2,2
EVT_0001327,2026-05-02 17:50:16,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'supplier';",supplier,SUCCESS,39,G3,1,Normal_Admin,S_dev_user_1__0003,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.7432407407407408,1,1742.0,3,2
EVT_0001533,2026-05-03 08:59:34,dev_user_1,SELECT * FROM public.customer WHERE cu_key = 304;,customer,SUCCESS,34,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0004,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.3746990740740741,1,1117.0,1,2
EVT_0001534,2026-05-03 09:18:11,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'supplier';",supplier,SUCCESS,104,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0004,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.3876273148148148,1,1117.0,2,2
EVT_0001532,2026-05-03 10:39:13,dev_user_1,SELECT COUNT(*) FROM public.nation WHERE 1=1;,nation,SUCCESS,20,G1,0,Normal,S_dev_user_1__0005,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.443900462962963,1,7347.0,1,3
EVT_0001535,2026-05-03 10:51:42,dev_user_1,SELECT cu_key FROM public.customer WHERE cu_key NOT IN (SELECT cu_key FROM public.customer WHERE cu_key < 462) LIMIT 30;,customer,SUCCESS,106,G1,0,Daily-Report,S_dev_user_1__0005,B:idle>80min,daily-report,0,1,0,1,1,0,1,0,0.45256944444444447,1,7347.0,2,1
EVT_0001644,2026-05-03 11:09:46,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.nation LIMIT 50;,nation,SUCCESS,96,G2,0,Normal,S_dev_user_1__0005,B:idle>80min,normal,0,1,0,0,0,0,1,0,0.46511574074074075,1,7347.0,3,2
EVT_0001642,2026-05-03 11:31:07,dev_user_1,"SELECT column_name, data_type FROM information_schema.columns WHERE table_name='orders';",orders,SUCCESS,115,G2,0,Normal_Admin,S_dev_user_1__0005,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.4799421296296296,1,7347.0,4,3
EVT_0001643,2026-05-03 12:18:54,dev_user_1,SELECT * FROM public.lineitem WHERE li_key = 148;,lineitem,SUCCESS,85,G2,0,Normal_Admin,S_dev_user_1__0005,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.513125,1,7347.0,5,3
EVT_0001645,2026-05-03 12:41:40,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.part LIMIT 50;,part,SUCCESS,96,G2,0,Normal_Admin_Maintenance,S_dev_user_1__0005,B:idle>80min,normal_admin_maintenance,0,1,0,0,0,0,1,0,0.5289351851851852,1,7347.0,6,2
EVT_0001762,2026-05-03 14:13:01,dev_user_1,"SELECT column_name, data_type FROM information_schema.columns WHERE table_name='salary_details';",information_schema.columns,OK,15,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,1,0,1,0,0,0,0,0.5923726851851852,1,13240.0,1,4
EVT_0001744,2026-05-03 14:23:42,dev_user_1,SELECT * FROM public.orders ORDER BY random() LIMIT 19;,orders,SUCCESS,70,G3,0,Normal_Admin_Maintenance,S_dev_user_1__0006,B:idle>80min,normal_admin_maintenance,0,1,0,0,0,0,1,0,0.5997916666666666,1,13240.0,2,2
EVT_0001770,2026-05-03 14:29:09,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.6035763888888889,1,13240.0,3,6
EVT_0001764,2026-05-03 14:29:10,dev_user_1,GRANT ALL PRIVILEGES ON TABLE public.salary_details TO dev_user_1;,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,6,0,0,0,1,0,0,0.6035879629629629,1,13240.0,4,1
EVT_0001763,2026-05-03 14:33:40,dev_user_1,SELECT * FROM public.salary_details WHERE salary > 100000000;,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,1,0,1,0,1,0,0,0.606712962962963,1,13240.0,5,4
EVT_0001766,2026-05-03 15:38:26,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.6516898148148148,1,13240.0,6,6
EVT_0001767,2026-05-03 15:41:55,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.6541087962962963,1,13240.0,7,6
EVT_0001761,2026-05-03 16:02:28,dev_user_1,SELECT relname FROM pg_class WHERE relkind='r';,pg_class,SUCCESS,20,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,1,0,1,0,0,1,0,0.6683796296296296,1,13240.0,8,4
EVT_0001769,2026-05-03 16:48:01,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.7000115740740741,1,13240.0,9,6
EVT_0001741,2026-05-03 16:49:37,dev_user_1,SELECT * FROM public.customer WHERE cu_key BETWEEN 159 AND 226;,customer,SUCCESS,72,G3,0,Normal,S_dev_user_1__0006,B:idle>80min,normal,0,1,0,2,0,0,1,0,0.7011226851851852,1,13240.0,10,1
EVT_0001768,2026-05-03 16:53:19,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.7036921296296297,1,13240.0,11,6
EVT_0001765,2026-05-03 17:09:33,dev_user_1,UPDATE public.salary_details SET salary = salary * 2 WHERE db_user = 'dev_user_1';,salary_details,PERMISSION DENIED,0,G3,0,Privilege_Escalation,S_dev_user_1__0006,B:idle>80min,privilege_escalation,1,3,0,1,0,1,0,0,0.7149652777777777,1,13240.0,12,6
EVT_0001742,2026-05-03 17:47:06,dev_user_1,SELECT COUNT(*) FROM public.region WHERE 1=1;,region,SUCCESS,58,G3,1,Normal_Admin_Maintenance,S_dev_user_1__0006,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.7410416666666667,1,13240.0,13,4
EVT_0001743,2026-05-03 17:53:41,dev_user_1,SELECT * FROM public.supplier ORDER BY random() LIMIT 22;,supplier,SUCCESS,113,G3,1,Normal_Admin_Maintenance,S_dev_user_1__0006,B:idle>80min,normal_admin_maintenance,0,1,0,0,0,0,1,0,0.7456134259259259,1,13240.0,14,2
EVT_0002157,2026-05-04 08:16:55,dev_user_1,SELECT COUNT(*) FROM public.customer WHERE 1=1;,customer,SUCCESS,48,G1,0,Normal_Admin,S_dev_user_1__0007,B:idle>80min,normal_admin,0,1,0,1,0,0,1,0,0.3450810185185185,1,33923.0,1,16
EVT_0002158,2026-05-04 08:20:48,dev_user_1,SELECT * FROM public.region WHERE re_key % 3 = 0 LIMIT 12;,region,SUCCESS,14,G1,0,Daily-Report,S_dev_user_1__0007,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.3477777777777778,1,33923.0,2,16
EVT_0002156,2026-05-04 08:28:47,dev_user_1,SELECT * FROM public.nation WHERE na_key = 986;,nation,SUCCESS,70,G1,0,Daily-Report,S_dev_user_1__0007,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.35332175925925924,1,33923.0,3,16
EVT_0002153,2026-05-04 08:30:45,dev_user_1,EXPLAIN ANALYZE SELECT * FROM public.partsupp LIMIT 50;,partsupp,SUCCESS,64,G1,0,Normal,S_dev_user_1__0007,B:idle>80min,normal,0,1,0,0,0,0,1,0,0.3546875,1,33923.0,4,11
EVT_0002163,2026-05-04 09:04:19,dev_user_1,SELECT * FROM public.partsupp WHERE pa_key = 436;,partsupp,SUCCESS,10,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0007,B:idle>80min,normal_admin_maintenance,0,1,0,1,0,0,1,0,0.3779976851851852,1,33923.0,5,16
EVT_0002149,2026-05-04 09:14:01,dev_user_1,SELECT cu_key FROM public.customer WHERE cu_key NOT IN (SELECT cu_key FROM public.customer WHERE cu_key < 381) LIMIT 30;,customer,SUCCESS,113,G1,0,Normal,S_dev_user_1__0007,B:idle>80min,normal,0,1,0,1,1,0,1,0,0.3847337962962963,1,33923.0,6,4
EVT_0002160,2026-05-04 09:15:21,dev_user_1,SELECT * FROM public.region WHERE re_key BETWEEN 59 AND 334;,region,SUCCESS,13,G1,0,Normal_Admin,S_dev_user_1__0007,B:idle>80min,normal_admin,0,1,0,2,0,0,1,0,0.3856597222222222,1,33923.0,7,3
EVT_0002155,2026-05-04 09:16:50,dev_user_1,INSERT INTO public.part SELECT * FROM public.part WHERE pa_key = 88;,part,SUCCESS,85,G1,0,Daily-Report,S_dev_user_1__0007,B:idle>80min,daily-report,0,1,0,1,0,0,1,0,0.3866898148148148,1,33923.0,8,16
EVT_0002159,2026-05-04 09:23:25,dev_user_1,UPDATE public.lineitem SET li_comment = 'updated_10' WHERE li_key = 370;,lineitem,SUCCESS,94,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0007,B:idle>80min,normal_admin_maintenance,0,3,0,1,0,0,1,0,0.3912615740740741,1,33923.0,9,6
EVT_0002151,2026-05-04 09:26:09,dev_user_1,SELECT re_key FROM public.region WHERE re_key NOT IN (SELECT re_key FROM public.region WHERE re_key < 244) LIMIT 30;,region,SUCCESS,109,G1,0,Normal,S_dev_user_1__0007,B:idle>80min,normal,0,1,0,1,1,0,1,0,0.39315972222222223,1,33923.0,10,4
EVT_0002152,2026-05-04 09:47:47,dev_user_1,UPDATE public.region SET re_comment = 'updated_3' WHERE re_key = 346;,region,SUCCESS,96,G1,0,Normal_Admin,S_dev_user_1__0007,B:idle>80min,normal_admin,0,3,0,1,0,0,1,0,0.4081828703703704,1,33923.0,11,6
EVT_0002150,2026-05-04 10:13:00,dev_user_1,UPDATE public.part SET pa_comment = 'updated_1' WHERE pa_key = 251;,part,SUCCESS,37,G1,0,Normal_Admin_Maintenance,S_dev_user_1__0007,B:idle>80min,normal_admin_maintenance,0,3,0,1,0,0,1,0,0.42569444444444443,1,33923.0,12,6
EVT_0002154,2026-05-04 10:26:56,dev_user_1,SELECT * FROM public.supplier WHERE su_key BETWEEN 180 AND 484;,supplier,SUCCESS,72,G1,0,Normal_Admin,S_dev_user_1__0007,B:idle>80min,normal_admin,0,1,0,2,0,0,1,0,0.43537037037037035,1,33923.0,13,3
EVT_0002162,2026-05-04 10:32:36,dev_user_1,UPDATE public.part SET pa_comment = 'updated_13' WHERE pa_key = 53;,part,SUCCESS,45,G1,0,Daily-Report,S_dev_user_1__0007,B:idle>80min,daily-report,0,3,0,1,0,0,1,0,0.43930555555555556,1,33923.0,14,6
EVT_0002161,2026-05-04 10:47:05,dev_user_1,"SELECT indexname, indexdef FROM pg_indexes WHERE tablename = 'customer';",customer,SUCCESS,86,G1,0,Normal,S_dev_user_1__0007,B:idle>80min,normal,0,1,0,1,0,0,1,0,0.44936342592592593,1,33923.0,15,16
