event_id,timestamp,db_user,sql_statement,tables_involved,status,rows_affected,graph_frame,is_after_hours,scenario_type
EVT_0000021,2026-05-01 10:40:54,normal_user_2,"SELECT COUNT(*), MAX(na_key) FROM public.nation WHERE na_key > 0;",nation,SUCCESS,38,G1,0,Normal_Admin_Maintenance
EVT_0000022,2026-05-01 10:28:35,normal_user_2,SELECT * FROM public.nation WHERE na_key > 696;,nation,SUCCESS,44,G1,0,Daily-Report
EVT_0000023,2026-05-01 08:57:22,normal_user_2,"SELECT pa_key, pa_comment FROM public.part ORDER BY pa_key DESC LIMIT 14;",part,SUCCESS,27,G1,0,Normal_Admin
EVT_0000024,2026-05-01 08:11:47,normal_user_2,SELECT * FROM public.supplier WHERE su_key > 491;,supplier,SUCCESS,63,G1,0,Normal_Admin_Maintenance
EVT_0000025,2026-05-01 09:52:50,normal_user_2,SELECT * FROM public.orders WHERE or_key % 2 = 0 LIMIT 14;,orders,SUCCESS,73,G1,0,Normal_Admin
EVT_0000026,2026-05-01 08:07:56,normal_user_2,SELECT * FROM public.orders WHERE or_key < 4221;,orders,SUCCESS,19,G1,0,Normal_Admin_Maintenance
EVT_0000027,2026-05-01 10:12:16,normal_user_3,SELECT * FROM public.part WHERE 1=1 LIMIT 20;,part,SUCCESS,45,G1,0,Normal
EVT_0000028,2026-05-01 10:57:19,normal_user_3,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 14;",part,SUCCESS,77,G1,0,Normal_Admin_Maintenance
EVT_0000029,2026-05-01 09:35:53,normal_user_3,"SELECT COUNT(*), MAX(li_key) FROM public.lineitem WHERE li_key > 0;",lineitem,SUCCESS,65,G1,0,Normal
EVT_0000030,2026-05-01 10:05:18,normal_user_3,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 14;",customer,SUCCESS,58,G1,0,Normal_Admin_Maintenance
EVT_0000031,2026-05-01 10:44:24,normal_user_3,SELECT COUNT(*) FROM public.region;,region,SUCCESS,64,G1,0,Daily-Report
EVT_0000032,2026-05-01 10:15:58,normal_user_3,SELECT * FROM public.region WHERE re_key BETWEEN 40 AND 143;,region,SUCCESS,59,G1,0,Normal
EVT_0000033,2026-05-01 08:47:55,normal_user_3,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",region,SUCCESS,41,G1,0,Daily-Report
EVT_0000034,2026-05-01 09:21:20,normal_user_3,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 32;",orders,SUCCESS,12,G1,0,Normal
EVT_0000035,2026-05-01 09:24:57,normal_user_3,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",supplier,SUCCESS,74,G1,0,Normal
EVT_0000036,2026-05-01 09:14:17,normal_user_3,SELECT * FROM public.region WHERE re_key = 238;,region,SUCCESS,77,G1,0,Daily-Report
EVT_0000037,2026-05-01 08:41:27,normal_user_3,SELECT * FROM public.supplier WHERE su_key IN (SELECT su_key FROM public.supplier ORDER BY 1 LIMIT 50);,supplier,SUCCESS,58,G1,0,Normal_Admin
EVT_0000038,2026-05-01 08:30:01,normal_user_3,SELECT * FROM public.lineitem ORDER BY random() LIMIT 12;,lineitem,SUCCESS,21,G1,0,Normal
EVT_0000039,2026-05-01 10:07:36,normal_user_3,SELECT * FROM public.region WHERE re_key < 1442;,region,SUCCESS,53,G1,0,Normal_Admin
EVT_0000040,2026-05-01 10:12:04,normal_user_4,SELECT * FROM public.customer WHERE cu_key = 2471;,customer,SUCCESS,48,G1,0,Normal_Admin
EVT_0000041,2026-05-01 09:52:31,normal_user_4,"SELECT re_key, re_comment FROM public.region ORDER BY re_key DESC LIMIT 44;",region,SUCCESS,64,G1,0,Normal
EVT_0000042,2026-05-01 10:37:17,normal_user_4,SELECT * FROM public.supplier WHERE su_key % 2 = 0 LIMIT 39;,supplier,SUCCESS,68,G1,0,Normal_Admin_Maintenance
EVT_0000043,2026-05-01 08:31:13,normal_user_4,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",supplier,SUCCESS,76,G1,0,Normal_Admin_Maintenance
EVT_0000044,2026-05-01 10:30:41,normal_user_4,SELECT * FROM public.region WHERE re_key > 413;,region,SUCCESS,72,G1,0,Daily-Report
EVT_0000045,2026-05-01 09:47:35,normal_user_4,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 17;",lineitem,SUCCESS,29,G1,0,Normal_Admin_Maintenance
EVT_0000046,2026-05-01 10:30:17,normal_user_4,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 19;",customer,SUCCESS,75,G1,0,Normal_Admin_Maintenance
EVT_0000047,2026-05-01 10:08:40,normal_user_4,SELECT * FROM public.customer WHERE cu_key < 4954;,customer,SUCCESS,13,G1,0,Daily-Report
EVT_0000048,2026-05-01 09:04:36,normal_user_4,SELECT * FROM public.orders WHERE or_key < 2704;,orders,SUCCESS,71,G1,0,Normal
EVT_0000049,2026-05-01 09:58:28,normal_user_4,"SELECT COUNT(*), MAX(su_key) FROM public.supplier WHERE su_key > 0;",supplier,SUCCESS,15,G1,0,Normal_Admin_Maintenance
EVT_0000050,2026-05-01 08:11:35,normal_user_4,SELECT * FROM public.orders WHERE or_key IN (SELECT or_key FROM public.orders ORDER BY 1 LIMIT 50);,orders,SUCCESS,34,G1,0,Normal
EVT_0000051,2026-05-01 10:37:42,normal_user_4,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 18;",region,SUCCESS,77,G1,0,Normal_Admin
EVT_0000052,2026-05-01 09:07:29,normal_user_4,SELECT * FROM public.part WHERE pa_key = 3298;,part,SUCCESS,37,G1,0,Normal_Admin_Maintenance
EVT_0000053,2026-05-01 08:14:43,normal_user_5,SELECT * FROM public.supplier ORDER BY random() LIMIT 20;,supplier,SUCCESS,16,G1,0,Normal
EVT_0000054,2026-05-01 09:26:21,normal_user_5,SELECT * FROM public.part ORDER BY 1 LIMIT 20;,part,SUCCESS,63,G1,0,Normal_Admin_Maintenance
EVT_0000055,2026-05-01 09:16:20,normal_user_5,SELECT COUNT(*) FROM public.supplier;,supplier,SUCCESS,61,G1,0,Normal
EVT_0000056,2026-05-01 08:17:35,normal_user_5,SELECT * FROM public.lineitem ORDER BY 1 LIMIT 41;,lineitem,SUCCESS,57,G1,0,Normal_Admin
EVT_0000057,2026-05-01 08:53:58,normal_user_5,"SELECT re_key, re_comment FROM public.region WHERE re_key BETWEEN 64 AND 349;",region,SUCCESS,75,G1,0,Normal
EVT_0000058,2026-05-01 09:12:58,normal_user_5,SELECT * FROM public.supplier ORDER BY random() LIMIT 14;,supplier,SUCCESS,80,G1,0,Normal_Admin
EVT_0000059,2026-05-01 08:28:34,normal_user_5,"SELECT li_key, li_comment FROM public.lineitem ORDER BY li_key DESC LIMIT 49;",lineitem,SUCCESS,34,G1,0,Daily-Report
EVT_0000060,2026-05-01 08:20:47,normal_user_5,"SELECT COUNT(*), AVG(pa_key) FROM public.part WHERE pa_key > 0;",part,SUCCESS,17,G1,0,Daily-Report
EVT_0000061,2026-05-01 09:00:46,normal_user_5,SELECT * FROM public.region ORDER BY random() LIMIT 17;,region,SUCCESS,45,G1,0,Normal_Admin
EVT_0000062,2026-05-01 10:02:39,normal_user_5,SELECT * FROM public.orders WHERE or_key = 2355;,orders,SUCCESS,43,G1,0,Normal
EVT_0000063,2026-05-01 08:20:50,normal_user_5,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",lineitem,SUCCESS,53,G1,0,Normal
EVT_0000064,2026-05-01 09:58:37,normal_user_5,SELECT * FROM public.orders WHERE or_key BETWEEN 44 AND 120;,orders,SUCCESS,14,G1,0,Normal_Admin
EVT_0000065,2026-05-01 09:37:19,normal_user_5,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 37;",part,SUCCESS,42,G1,0,Daily-Report
EVT_0000066,2026-05-01 08:53:42,normal_user_6,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",lineitem,SUCCESS,50,G1,0,Daily-Report
EVT_0000067,2026-05-01 10:12:39,normal_user_6,SELECT * FROM public.part WHERE pa_key % 2 = 0 LIMIT 38;,part,SUCCESS,42,G1,0,Normal_Admin_Maintenance
EVT_0000068,2026-05-01 10:26:11,normal_user_6,SELECT * FROM public.orders WHERE or_key BETWEEN 19 AND 146;,orders,SUCCESS,19,G1,0,Normal_Admin
EVT_0000069,2026-05-01 08:09:48,normal_user_6,SELECT * FROM public.supplier WHERE su_key < 3197;,supplier,SUCCESS,38,G1,0,Normal_Admin
EVT_0000070,2026-05-01 10:23:06,normal_user_6,SELECT * FROM public.region WHERE 1=1 LIMIT 20;,region,SUCCESS,57,G1,0,Normal_Admin
EVT_0000071,2026-05-01 08:02:02,normal_user_6,"SELECT re_key, re_comment FROM public.region ORDER BY re_key DESC LIMIT 49;",region,SUCCESS,24,G1,0,Normal_Admin_Maintenance
EVT_0000072,2026-05-01 10:06:53,normal_user_6,SELECT * FROM public.nation WHERE na_key > 341;,nation,SUCCESS,74,G1,0,Daily-Report
EVT_0000073,2026-05-01 08:25:17,normal_user_6,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 30;",customer,SUCCESS,77,G1,0,Normal_Admin
EVT_0000074,2026-05-01 08:53:48,normal_user_6,SELECT * FROM public.nation WHERE 1=1 LIMIT 20;,nation,SUCCESS,27,G1,0,Normal_Admin
EVT_0000075,2026-05-01 10:55:01,normal_user_6,SELECT * FROM public.customer ORDER BY random() LIMIT 28;,customer,SUCCESS,13,G1,0,Normal_Admin
EVT_0000076,2026-05-01 09:49:23,normal_user_6,"SELECT re_key, re_comment FROM public.region ORDER BY re_key DESC LIMIT 46;",region,SUCCESS,56,G1,0,Normal
EVT_0000077,2026-05-01 10:06:31,normal_user_6,"SELECT COUNT(*), AVG(cu_key) FROM public.customer WHERE cu_key > 0;",customer,SUCCESS,53,G1,0,Daily-Report
EVT_0000078,2026-05-01 09:29:32,normal_user_6,SELECT * FROM public.customer WHERE cu_key % 2 = 0 LIMIT 24;,customer,SUCCESS,17,G1,0,Daily-Report
EVT_0000079,2026-05-01 09:20:42,normal_user_7,SELECT * FROM public.lineitem WHERE li_key % 2 = 0 LIMIT 15;,lineitem,SUCCESS,80,G1,0,Normal_Admin_Maintenance
EVT_0000080,2026-05-01 10:07:26,normal_user_7,SELECT * FROM public.supplier WHERE su_key > 619;,supplier,SUCCESS,18,G1,0,Normal_Admin_Maintenance
EVT_0000081,2026-05-01 10:23:07,normal_user_7,SELECT * FROM public.nation WHERE na_key > 129;,nation,SUCCESS,48,G1,0,Normal_Admin_Maintenance
EVT_0000082,2026-05-01 08:11:55,normal_user_7,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 33;",nation,SUCCESS,52,G1,0,Normal_Admin
EVT_0000083,2026-05-01 10:20:49,normal_user_7,SELECT * FROM public.customer WHERE cu_key IN (SELECT cu_key FROM public.customer ORDER BY 1 LIMIT 50);,customer,SUCCESS,58,G1,0,Normal
EVT_0000084,2026-05-01 08:48:32,normal_user_7,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 31;",lineitem,SUCCESS,31,G1,0,Normal
EVT_0000085,2026-05-01 08:49:08,normal_user_7,SELECT * FROM public.lineitem WHERE li_key > 232;,lineitem,SUCCESS,76,G1,0,Normal_Admin_Maintenance
EVT_0000086,2026-05-01 08:25:55,normal_user_7,SELECT * FROM public.region WHERE re_key = 154;,region,SUCCESS,56,G1,0,Normal
EVT_0000087,2026-05-01 09:10:51,normal_user_7,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",supplier,SUCCESS,48,G1,0,Daily-Report
EVT_0000088,2026-05-01 09:49:10,normal_user_7,SELECT * FROM public.nation WHERE na_key IN (SELECT na_key FROM public.nation ORDER BY 1 LIMIT 50);,nation,SUCCESS,23,G1,0,Normal
EVT_0000089,2026-05-01 08:11:38,normal_user_7,SELECT * FROM public.supplier WHERE su_key % 2 = 0 LIMIT 46;,supplier,SUCCESS,46,G1,0,Normal_Admin
EVT_0000090,2026-05-01 08:28:04,normal_user_7,SELECT * FROM public.region ORDER BY 1 LIMIT 27;,region,SUCCESS,41,G1,0,Daily-Report
EVT_0000091,2026-05-01 10:55:54,normal_user_7,"SELECT COUNT(*), AVG(na_key) FROM public.nation WHERE na_key > 0;",nation,SUCCESS,65,G1,0,Normal
EVT_0000092,2026-05-01 08:03:28,normal_user_8,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 17;",supplier,SUCCESS,52,G1,0,Normal
EVT_0000093,2026-05-01 09:26:49,normal_user_8,SELECT * FROM public.part WHERE pa_key % 2 = 0 LIMIT 16;,part,SUCCESS,24,G1,0,Normal_Admin_Maintenance
EVT_0000094,2026-05-01 08:37:42,normal_user_8,SELECT * FROM public.lineitem ORDER BY 1 LIMIT 35;,lineitem,SUCCESS,72,G1,0,Normal_Admin
EVT_0000095,2026-05-01 10:42:27,normal_user_8,"SELECT COUNT(*), AVG(cu_key) FROM public.customer WHERE cu_key > 0;",customer,SUCCESS,17,G1,0,Normal_Admin_Maintenance
EVT_0000096,2026-05-01 10:53:47,normal_user_8,"SELECT pa_key, pa_comment FROM public.part ORDER BY pa_key DESC LIMIT 44;",part,SUCCESS,10,G1,0,Normal
EVT_0000097,2026-05-01 09:43:46,normal_user_8,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 19;",region,SUCCESS,64,G1,0,Normal_Admin
EVT_0000098,2026-05-01 09:32:33,normal_user_8,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 30;",orders,SUCCESS,20,G1,0,Daily-Report
EVT_0000099,2026-05-01 08:48:10,normal_user_8,"SELECT COUNT(*), AVG(re_key) FROM public.region WHERE re_key > 0;",region,SUCCESS,55,G1,0,Normal_Admin_Maintenance
EVT_0000100,2026-05-01 09:15:24,normal_user_8,SELECT * FROM public.lineitem ORDER BY random() LIMIT 20;,lineitem,SUCCESS,22,G1,0,Normal
EVT_0000101,2026-05-01 09:39:00,normal_user_8,SELECT * FROM public.customer WHERE 1=1 LIMIT 20;,customer,SUCCESS,43,G1,0,Normal
EVT_0000102,2026-05-01 08:15:26,normal_user_8,SELECT * FROM public.customer WHERE cu_key > 688;,customer,SUCCESS,5,G1,0,Daily-Report
EVT_0000103,2026-05-01 08:36:26,normal_user_8,SELECT COUNT(*) FROM public.part;,part,SUCCESS,65,G1,0,Normal_Admin
EVT_0000104,2026-05-01 10:24:23,normal_user_8,SELECT COUNT(*) FROM public.part;,part,SUCCESS,22,G1,0,Normal_Admin_Maintenance
EVT_0000105,2026-05-01 09:34:21,normal_user_9,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 35;",supplier,SUCCESS,10,G1,0,Normal_Admin
EVT_0000106,2026-05-01 08:20:59,normal_user_9,SELECT * FROM public.nation WHERE na_key > 392;,nation,SUCCESS,20,G1,0,Normal_Admin_Maintenance
EVT_0000107,2026-05-01 09:56:25,normal_user_9,"SELECT COUNT(*), MAX(re_key) FROM public.region WHERE re_key > 0;",region,SUCCESS,60,G1,0,Daily-Report
EVT_0000108,2026-05-01 10:18:20,normal_user_9,"SELECT cu_key, cu_comment FROM public.customer ORDER BY cu_key DESC LIMIT 33;",customer,SUCCESS,50,G1,0,Normal
EVT_0000109,2026-05-01 09:40:50,normal_user_9,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",customer,SUCCESS,13,G1,0,Normal
EVT_0000110,2026-05-01 10:23:23,normal_user_9,SELECT * FROM public.nation WHERE na_key < 4125;,nation,SUCCESS,51,G1,0,Daily-Report
EVT_0000111,2026-05-01 09:41:17,normal_user_9,SELECT * FROM public.customer ORDER BY random() LIMIT 11;,customer,SUCCESS,41,G1,0,Normal_Admin
EVT_0000112,2026-05-01 08:07:08,normal_user_9,SELECT * FROM public.region WHERE re_key > 663;,region,SUCCESS,27,G1,0,Normal
EVT_0000113,2026-05-01 10:14:07,normal_user_9,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 27;",supplier,SUCCESS,13,G1,0,Normal_Admin
EVT_0000114,2026-05-01 09:45:46,normal_user_9,"SELECT COUNT(*), MAX(na_key) FROM public.nation WHERE na_key > 0;",nation,SUCCESS,75,G1,0,Daily-Report
EVT_0000115,2026-05-01 08:27:32,normal_user_9,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 15;",supplier,SUCCESS,37,G1,0,Normal
EVT_0000116,2026-05-01 10:35:17,normal_user_9,SELECT COUNT(*) FROM public.part;,part,SUCCESS,48,G1,0,Normal_Admin
EVT_0000117,2026-05-01 08:05:02,normal_user_9,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 38;",part,SUCCESS,56,G1,0,Normal_Admin_Maintenance
EVT_0000118,2026-05-01 09:04:44,normal_user_10,"SELECT or_key, or_comment FROM public.orders WHERE or_key BETWEEN 62 AND 437;",orders,SUCCESS,56,G1,0,Normal
EVT_0000119,2026-05-01 09:32:35,normal_user_10,"SELECT COUNT(*), MAX(li_key) FROM public.lineitem WHERE li_key > 0;",lineitem,SUCCESS,36,G1,0,Normal
EVT_0000120,2026-05-01 09:59:36,normal_user_10,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 25;",orders,SUCCESS,35,G1,0,Normal_Admin_Maintenance
EVT_0000121,2026-05-01 10:22:03,normal_user_10,SELECT * FROM public.lineitem WHERE li_key < 1440;,lineitem,SUCCESS,51,G1,0,Normal
EVT_0000122,2026-05-01 09:02:25,normal_user_10,"SELECT na_key, na_comment FROM public.nation WHERE na_key BETWEEN 47 AND 483;",nation,SUCCESS,20,G1,0,Normal
EVT_0000123,2026-05-01 08:25:23,normal_user_10,"SELECT COUNT(*), AVG(na_key) FROM public.nation WHERE na_key > 0;",nation,SUCCESS,65,G1,0,Normal_Admin_Maintenance
EVT_0000124,2026-05-01 09:09:38,normal_user_10,SELECT * FROM public.lineitem ORDER BY random() LIMIT 23;,lineitem,SUCCESS,43,G1,0,Normal_Admin
EVT_0000125,2026-05-01 08:23:21,normal_user_10,SELECT * FROM public.region ORDER BY random() LIMIT 28;,region,SUCCESS,11,G1,0,Normal
EVT_0000126,2026-05-01 08:33:40,normal_user_10,"SELECT COUNT(*), AVG(or_key) FROM public.orders WHERE or_key > 0;",orders,SUCCESS,57,G1,0,Daily-Report
EVT_0000127,2026-05-01 10:58:30,normal_user_10,SELECT * FROM public.part WHERE pa_key > 638;,part,SUCCESS,48,G1,0,Normal
EVT_0000128,2026-05-01 10:49:55,normal_user_10,SELECT * FROM public.nation WHERE na_key % 2 = 0 LIMIT 24;,nation,SUCCESS,67,G1,0,Normal_Admin_Maintenance
EVT_0000129,2026-05-01 09:22:35,normal_user_10,SELECT * FROM public.lineitem WHERE li_key > 938;,lineitem,SUCCESS,15,G1,0,Normal_Admin_Maintenance
EVT_0000130,2026-05-01 09:41:16,normal_user_10,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",orders,SUCCESS,72,G1,0,Daily-Report
EVT_0000131,2026-05-01 10:14:03,normal_user_11,"SELECT p.p_name, ps.ps_supplycost FROM public.part p JOIN public.partsupp ps ON p.p_partkey = ps.ps_partkey LIMIT 40;",region,SUCCESS,30,G1,0,Normal
EVT_0000132,2026-05-01 09:18:41,normal_user_11,"SELECT COUNT(*), MAX(su_key) FROM public.supplier WHERE su_key > 0;",supplier,SUCCESS,68,G1,0,Normal
EVT_0000133,2026-05-01 10:55:59,normal_user_11,SELECT * FROM public.customer WHERE cu_key BETWEEN 34 AND 114;,customer,SUCCESS,69,G1,0,Normal_Admin_Maintenance
EVT_0000134,2026-05-01 09:12:51,normal_user_11,"SELECT COUNT(*), MAX(li_key) FROM public.lineitem WHERE li_key > 0;",lineitem,SUCCESS,29,G1,0,Normal
EVT_0000135,2026-05-01 10:54:40,normal_user_11,SELECT * FROM public.supplier WHERE su_key < 1575;,supplier,SUCCESS,38,G1,0,Daily-Report
EVT_0000136,2026-05-01 08:28:48,normal_user_11,"SELECT COUNT(*), MAX(li_key) FROM public.lineitem WHERE li_key > 0;",lineitem,SUCCESS,44,G1,0,Normal_Admin_Maintenance
EVT_0000137,2026-05-01 09:43:32,normal_user_11,"SELECT pa_key, pa_comment FROM public.part ORDER BY pa_key DESC LIMIT 14;",part,SUCCESS,52,G1,0,Normal_Admin_Maintenance
EVT_0000138,2026-05-01 10:35:58,normal_user_11,SELECT * FROM public.supplier ORDER BY 1 LIMIT 23;,supplier,SUCCESS,51,G1,0,Daily-Report
EVT_0000139,2026-05-01 10:07:03,normal_user_11,"SELECT COUNT(*), AVG(na_key) FROM public.nation WHERE na_key > 0;",nation,SUCCESS,16,G1,0,Normal_Admin
EVT_0000140,2026-05-01 09:51:03,normal_user_11,SELECT * FROM public.orders WHERE or_key = 4205;,orders,SUCCESS,37,G1,0,Daily-Report
EVT_0000141,2026-05-01 10:13:37,normal_user_11,"SELECT cu_key, cu_comment FROM public.customer ORDER BY cu_key DESC LIMIT 23;",customer,SUCCESS,22,G1,0,Normal
EVT_0000142,2026-05-01 09:57:24,normal_user_11,SELECT * FROM public.supplier WHERE su_key = 3093;,supplier,SUCCESS,33,G1,0,Daily-Report
EVT_0000143,2026-05-01 08:19:29,normal_user_11,"SELECT n.n_name, COUNT(c.c_custkey) FROM public.nation n JOIN public.customer c ON n.n_nationkey = c.c_nationkey GROUP BY n.n_name LIMIT 20;",nation,SUCCESS,7,G1,0,Daily-Report
EVT_0000144,2026-05-01 08:04:06,normal_user_12,SELECT * FROM public.region WHERE re_key % 2 = 0 LIMIT 24;,region,SUCCESS,34,G1,0,Normal
EVT_0000145,2026-05-01 10:38:49,normal_user_12,SELECT * FROM public.orders ORDER BY random() LIMIT 10;,orders,SUCCESS,59,G1,0,Normal_Admin_Maintenance
EVT_0000146,2026-05-01 08:22:41,normal_user_12,"SELECT su_key, su_comment FROM public.supplier WHERE su_key BETWEEN 90 AND 413;",supplier,SUCCESS,43,G1,0,Daily-Report
EVT_0000147,2026-05-01 09:58:03,normal_user_12,"SELECT c.c_name, o.o_totalprice FROM public.customer c JOIN public.orders o ON c.c_custkey = o.o_custkey LIMIT 17;",region,SUCCESS,73,G1,0,Daily-Report
