alert_id,event_time,db_user,event_type,severity_index,source_ip,target_object,related_event_id,description,related_session_id
9799,2026-01-01 11:07:57,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.db_account,f83768fd-7ae7-439a-9020-ce0b092e62df,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.db_account,sess_security_analyst_072_2026-01-01_G2_2f4757
9800,2026-01-01 11:13:54,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.db_account,180970c7-5934-4b66-a4f6-cf10d24a5bf3,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.db_account,sess_security_analyst_072_2026-01-01_G2_2f4757
9801,2026-01-01 11:18:42,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.db_account,73cb7fd3-2662-468a-85b3-a42bfb915160,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.db_account,sess_security_analyst_072_2026-01-01_G2_2f4757
9802,2026-01-01 11:20:14,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.system_security_log,33e724df-a056-40b6-8c87-d4aa69276085,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-01_G2_2f4757
9803,2026-01-01 11:23:11,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.system_security_log,8b232139-bacc-4c5b-b413-75ed9e81da46,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-01_G2_2f4757
9782,2026-01-01 11:42:51,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,7b001e40-a295-40ab-96d6-852e9359bf4f,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G2_53435c
9783,2026-01-01 11:53:36,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,f5f36819-8376-4110-96e3-50098fbc7268,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G2_53435c
9784,2026-01-01 11:55:02,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.system_security_log,f349404b-7d4c-4a73-a821-e24540f861fa,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-01_G2_53435c
9785,2026-01-01 12:00:04,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.system_security_log,e920eb0e-a4cc-4679-b9ef-cf26c3c1610e,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-01_G2_53435c
9753,2026-01-01 12:13:35,sales_staff_007,UNAUTHORIZED_ACCESS,2,10.157.114.125,sys.system_security_log,b43030ad-27a9-4746-9a00-a019d3934d55,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_007 on sys.system_security_log,sess_sales_staff_007_2026-01-01_G2_d737f3
9779,2026-01-01 12:52:29,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.system_security_log,964124fb-4770-45e2-ad3b-958450dfc410,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-01_G3_ed3a02
9780,2026-01-01 13:04:14,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,ffc5ebdb-6afa-42bd-ae05-58f1db9bff6b,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G3_ed3a02
9781,2026-01-01 13:10:13,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,9b43582f-a7ca-4f4f-9952-c4b84aeb46e4,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G3_ed3a02
9822,2026-01-01 13:21:26,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,be2559a3-3447-4ed6-93fc-fcec950a5da8,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_489997
9749,2026-01-01 13:23:58,hr_staff_050,UNAUTHORIZED_ACCESS,2,192.168.135.158,sys.db_account,9ea6993f-1e8a-40fa-b436-002fbf46fc4f,[SIM_GENERATED] UNAUTHORIZED_ACCESS by hr_staff_050 on sys.db_account,sess_hr_staff_050_2026-01-01_G3_f32329
9823,2026-01-01 13:26:23,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,ef411282-75db-4314-b2d7-a089a8ee8d91,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_489997
9825,2026-01-01 13:29:30,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,1cf04bc3-b4d7-41fe-8d55-b382f59537b8,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_041a37
9812,2026-01-01 13:29:41,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,6be88b50-3d63-48ce-bb69-fe0ee719653b,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_f2a356
9824,2026-01-01 13:30:56,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,0375efd5-0c59-448b-9a53-32dea133be65,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_489997
9813,2026-01-01 13:32:39,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,b9750386-b33f-4fec-868b-11e359524f54,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_f2a356
9826,2026-01-01 13:33:25,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,198efdd2-b46b-458f-ae2d-26f4b2b8d471,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_041a37
9814,2026-01-01 13:35:59,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,73d2d6ae-9d7d-4e68-a6df-7001d5eaf8e8,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_f2a356
9827,2026-01-01 13:39:06,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,84a4fa67-ac22-4e79-9a89-1f7848850d20,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_041a37
9815,2026-01-01 13:39:51,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,4b3416c9-0ee3-4f3d-981d-e45a0527e0f0,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_f2a356
9828,2026-01-01 13:40:58,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,eabf1748-932d-4a83-9758-284a4aecbd0a,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_041a37
9816,2026-01-01 13:42:43,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,a4039d1c-5b1b-41f0-b64b-1225d5711163,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_f2a356
9829,2026-01-01 13:44:06,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,246d1039-9069-4a62-9be2-54093fa7bc87,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_041a37
9755,2026-01-01 13:44:33,admin_079,L5_ACCESS,3,10.81.190.221,sys.db_account,18b082ea-9e2a-41b1-9144-aa888324073e,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-01_G3_f83953
9817,2026-01-01 13:45:19,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,5cb805f6-4f8f-48c2-8ec4-74a33c6b3170,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_f2a356
9830,2026-01-01 13:48:36,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,5787817b-c4a1-4c07-9d70-e4f24605bc3b,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_041a37
9818,2026-01-01 14:01:01,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.system_security_log,b94a4efc-93a5-4a6f-894b-c0ed6c9aba08,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.system_security_log,sess_security_manager_073_2026-01-01_G3_9b21e7
9819,2026-01-01 14:05:01,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,ac5524ec-35bb-4034-afb5-e9ce9a54bfe4,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_9b21e7
9820,2026-01-01 14:07:49,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,d5b3c591-a9f5-43d5-8bc5-4c3132c39204,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_9b21e7
9821,2026-01-01 14:12:57,security_manager_073,L5_ACCESS,3,10.142.148.146,sys.db_account,d16b2754-b2dd-48da-aadc-82ce830fec24,[SIM_GENERATED] L5_ACCESS by security_manager_073 on sys.db_account,sess_security_manager_073_2026-01-01_G3_9b21e7
9746,2026-01-01 14:32:58,developer_065,UNAUTHORIZED_ACCESS,2,192.168.36.142,hr.payroll,f59b53cc-97b9-4478-8b31-368061871cd7,[SIM_GENERATED] UNAUTHORIZED_ACCESS by developer_065 on hr.payroll,sess_developer_065_2026-01-01_G4_1bed69
9747,2026-01-01 14:38:55,developer_065,UNAUTHORIZED_ACCESS,2,192.168.36.142,hr.payroll,3c5bf96b-c951-4226-8268-962ca05797d4,[SIM_GENERATED] UNAUTHORIZED_ACCESS by developer_065 on hr.payroll,sess_developer_065_2026-01-01_G4_1bed69
9764,2026-01-01 14:53:07,junior_dba_075,L5_ACCESS,3,172.20.109.54,sys.db_account,0d0c4553-3d78-45d1-ad8e-7134a050ee8d,[SIM_GENERATED] L5_ACCESS by junior_dba_075 on sys.db_account,sess_junior_dba_075_2026-01-01_G4_c91148
9745,2026-01-01 15:03:27,developer_060,UNAUTHORIZED_ACCESS,2,10.148.42.168,hr.employee,cedaeecb-3c62-4c34-b375-b6a9fa7407b8,[SIM_GENERATED] UNAUTHORIZED_ACCESS by developer_060 on hr.employee,sess_developer_060_2026-01-01_G4_cb5fb8
9754,2026-01-01 15:24:11,sales_staff_008,UNAUTHORIZED_ACCESS,2,10.40.82.216,sys.system_monitor_log,fb06a736-d1d8-4d02-baae-097cb18d66b9,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_008 on sys.system_monitor_log,sess_sales_staff_008_2026-01-01_G4_95de99
9748,2026-01-01 15:29:03,hr_manager_052,UNAUTHORIZED_ACCESS,2,10.161.131.15,sys.system_security_log,f782c4b2-667f-40b2-a43b-359f7cc0e10c,[SIM_GENERATED] UNAUTHORIZED_ACCESS by hr_manager_052 on sys.system_security_log,sess_hr_manager_052_2026-01-01_G4_fc61e2
9760,2026-01-01 16:03:59,junior_dba_074,L5_ACCESS,3,192.168.204.126,sys.db_account,a03cbbc8-9121-41be-831c-0faeaf136834,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-01_G4_d72409
9761,2026-01-01 16:09:06,junior_dba_074,L5_ACCESS,3,192.168.204.126,sys.db_account,28771ac5-67a8-4593-a575-1b0b555ea9f1,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-01_G4_d72409
9762,2026-01-01 16:25:12,junior_dba_074,L5_ACCESS,3,192.168.204.126,sys.db_account,5e88cdfa-71d3-46d3-9c89-32abc2d25261,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-01_G4_d72409
9771,2026-01-01 16:55:13,junior_dba_076,L5_ACCESS,3,192.168.24.31,sys.db_account,0ff48033-a869-4490-ab8e-5864ca41135a,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-01_G4_d5dc48
9772,2026-01-01 17:06:18,junior_dba_076,L5_ACCESS,3,192.168.24.31,sys.db_account,26f3c798-372e-4991-ae5f-0b9e2e08fa09,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-01_G4_d5dc48
9763,2026-01-01 17:08:50,junior_dba_075,L5_ACCESS,3,172.20.109.54,sys.db_account,6122b11f-1af7-4a63-837f-4890d35fe4b0,[SIM_GENERATED] L5_ACCESS by junior_dba_075 on sys.db_account,sess_junior_dba_075_2026-01-01_G4_c79b5f
9808,2026-01-01 17:09:00,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.system_security_log,4720c0f5-8647-420f-a8a1-68af475e6fac,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-01_G4_b5d88d
9809,2026-01-01 17:10:18,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.system_security_log,88dd1654-e4f3-4f3b-b097-842ed33b5439,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-01_G4_b5d88d
9810,2026-01-01 17:13:55,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.db_account,0261da15-2187-411d-beef-4f775fcf0bdf,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.db_account,sess_security_analyst_072_2026-01-01_G4_b5d88d
9773,2026-01-01 17:14:08,junior_dba_076,L5_ACCESS,3,192.168.24.31,sys.db_account,16dccb12-419f-40ab-9a96-1042e681660c,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-01_G4_d5dc48
9811,2026-01-01 17:17:32,security_analyst_072,L5_ACCESS,3,10.169.45.236,sys.system_security_log,3d97e5af-ceee-45e3-82a0-df5a3f96f901,[SIM_GENERATED] L5_ACCESS by security_analyst_072 on sys.system_security_log,sess_security_analyst_072_2026-01-01_G4_b5d88d
9765,2026-01-01 17:30:52,junior_dba_075,L5_ACCESS,3,172.20.109.54,sys.db_account,8c09d153-f4ee-4fbf-bcba-d98925c854b5,[SIM_GENERATED] L5_ACCESS by junior_dba_075 on sys.db_account,sess_junior_dba_075_2026-01-01_G4_60b1b1
9774,2026-01-01 17:30:59,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,69e561ac-d543-4bf3-b9f9-ea55bc8a2e00,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G4_7850a9
9775,2026-01-01 17:36:26,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,fff61c59-b171-4fa2-a883-dbfacae62331,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G4_7850a9
9776,2026-01-01 17:39:46,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.system_security_log,7d2a66a1-f18f-4604-9cb6-d3f89023b2f2,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-01_G4_7850a9
9777,2026-01-01 17:41:49,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,3f21cf92-9652-412c-988d-a593015f8b4d,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G4_7850a9
9778,2026-01-01 17:44:12,security_analyst_071,L5_ACCESS,3,192.168.117.55,sys.db_account,162d41ab-cedb-456b-b7f7-68492ad5e3e0,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.db_account,sess_security_analyst_071_2026-01-01_G4_7850a9
9756,2026-01-01 17:44:48,admin_079,L5_ACCESS,3,10.81.190.221,sys.system_security_log,fac03f9b-9b46-4a36-87a8-2c9066159206,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.system_security_log,sess_admin_079_2026-01-01_G4_6f442d
9757,2026-01-01 17:57:10,admin_079,L5_ACCESS,3,10.81.190.221,sys.db_account,0a52ba80-433f-4a21-9562-8c48a19d6275,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-01_G4_6f442d
9758,2026-01-01 18:00:30,admin_079,L5_ACCESS,3,10.81.190.221,sys.db_account,c2a1fee6-0dcd-4f86-8847-6f87ee4f6417,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-01_G4_6f442d
9770,2026-01-01 18:06:41,junior_dba_076,L5_ACCESS,3,192.168.24.31,sys.db_account,acd1d5dd-d703-407c-83a1-358569b916b7,[SIM_GENERATED] L5_ACCESS by junior_dba_076 on sys.db_account,sess_junior_dba_076_2026-01-01_G4_69464f
9759,2026-01-01 18:14:30,junior_dba_074,L5_ACCESS,3,192.168.204.126,sys.db_account,50c28ae1-2380-460f-ad33-d9912d55ff53,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-01_G4_f7d764
9853,2026-01-02 06:17:13,junior_dba_074,L5_ACCESS,3,10.35.56.157,sys.db_account,34d024f9-80b7-45e6-9bd2-9967c4080df0,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-02_G1_f65b63
9838,2026-01-02 06:17:43,junior_dba_074,UNAUTHORIZED_ACCESS,2,10.35.56.157,sys.db_account,bc62b832-c92d-4641-b6ec-0b50526a71da,[SIM_GENERATED] UNAUTHORIZED_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-02_G1_f65b63
9846,2026-01-02 06:58:26,admin_079,L5_ACCESS,3,10.121.6.187,sys.db_account,92b84465-9465-44b6-9f79-c10b33e49223,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-02_G1_e4046b
9852,2026-01-02 07:27:10,junior_dba_074,L5_ACCESS,3,10.35.56.157,sys.db_account,6eb88c57-a610-4d08-bd37-3150909c058d,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-02_G1_37568f
9848,2026-01-02 07:30:20,junior_dba_074,L5_ACCESS,3,10.35.56.157,sys.db_account,b9d6decb-4491-45ab-aa87-bac98d2d9426,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-02_G1_a2d8f0
9849,2026-01-02 07:35:18,junior_dba_074,L5_ACCESS,3,10.35.56.157,sys.db_account,34db36cb-0976-4c2f-b5cf-649da9ebab3d,[SIM_GENERATED] L5_ACCESS by junior_dba_074 on sys.db_account,sess_junior_dba_074_2026-01-02_G1_a2d8f0
9845,2026-01-02 08:50:08,admin_079,L5_ACCESS,3,10.121.6.187,sys.db_account,b9220b34-999f-48b6-a1f9-9a20624be23c,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-02_G1_225a06
9842,2026-01-02 09:21:39,sales_staff_012,UNAUTHORIZED_ACCESS,2,172.25.221.64,hr.payroll,881ca49a-4297-4bb0-bd19-532fe581edd7,[SIM_GENERATED] UNAUTHORIZED_ACCESS by sales_staff_012 on hr.payroll,sess_sales_staff_012_2026-01-02_G2_5e14d8
9837,2026-01-02 10:05:30,hr_staff_049,UNAUTHORIZED_ACCESS,2,10.51.48.190,sys.system_security_log,2b123496-5107-4434-ac2d-5b3285bfec66,[SIM_GENERATED] UNAUTHORIZED_ACCESS by hr_staff_049 on sys.system_security_log,sess_hr_staff_049_2026-01-02_G2_5779d0
9847,2026-01-02 10:22:19,admin_079,L5_ACCESS,3,10.121.6.187,sys.db_account,960a6daa-4dc1-4abb-aa79-ee13d367c3bd,[SIM_GENERATED] L5_ACCESS by admin_079 on sys.db_account,sess_admin_079_2026-01-02_G2_a91a9b
9863,2026-01-02 10:26:00,security_analyst_071,L5_ACCESS,3,172.23.240.252,sys.system_security_log,48bca739-59c5-41ce-808b-361ce4386a8d,[SIM_GENERATED] L5_ACCESS by security_analyst_071 on sys.system_security_log,sess_security_analyst_071_2026-01-02_G2_372289
